puka1,puka2,full_name,preferred_name,new_nic,old_nic,cif,t_pin,marital_status,spouse_name,passport,driving_license,business_name,business_reg_number,business_registered_date,mobile_number,staff_pf,alternative_number,email,address1,address2,address3,town,district,postal_code,province,alternate_address1,alternate_address2,alternate_address3,alternate_town,alternate_district,alternate_postal_code,preferred_language,customer_since,citizenship,profession,employer,dob,branch,relationship_manager,customer_status,customer_type,vip_flag,group_code
     MR,M,FFFPERERA SA,EFPERERA SA,1339V81339813391339V,1339V1339V13,50089,9909,M,Mrs. EFPERERA SA,EF90999099,EFF9909909,EFPERERA SA-133,99091339V81339,2/22/2014,779094769,9909909,726257089,FFF909@SCICOM.COM.MY,FFFM M PERERA,EF90A NIWASA,FFFUGALA,POTHUHERA,MAHIYANGANAYA,9909909990,Western,909PERERA,FFFA NIWASA,FFFUGALA,PADIYATHALAWA,MAHIYANGANAYA,9909909989,Sinhala,70205,94,ASSIATANT MANAGER,FARMER,1949028,664,JKSN ASMYGSH,A,P,N,F90
     MRS,F,GGGESWARIE. R,FGESWARIE. R,,,50090,1121,,Mr. FGESWARIE. R,FG12111211,FGG1121121,FGESWARIE. R-,1121,3/11/2014,779094770,21121121,726257090,GGG121@SCICOM.COM.MY,GGG F ETCHANESWARIE.,"FG12IPPU,",GGGEL.,POTHUHERA,MAHIYANGANAYA,1121121112,Central,121ETCHANESWARIE.,"GGGIPPU,",GGGEL.,POTHUHERA,MAHIYANGANAYA,1121121111,Sinhala,190903,0,GENERAL MANAGER,BANK OF CEYLON,1900001,565,ABAAR TA TWP,A,P,N,G12
  MISS,F,HHHATHARA RPL,GHATHARA RPL,,,50091,2232,S,Mr. GHATHARA RPL,GH23222322,GHH2232232,GHATHARA RPL-,2232,3/28/2014,779094771,32232232,726257091,HHH232@SCICOM.COM.MY,HHHS F NAYANATHARA,GH23A NAMAYA ROAD,HHHAMBUWA,KULIYAPITIYA,MAHIYANGANAYA,2232232223,Eastern,232NAYANATHARA,HHHA NAMAYA ROAD,HHHAMBUWA,POTHUHERA,MAHIYANGANAYA,2232232222,Tamil,300108,94,AIR CRAFT.,YOUNG IN LANKA(PVT)LTD.,1997328,497,BCE TWP WGVK,A,P,N,H23
MISS,F,IIISAMALI SPO,HISAMALI SPO,0558V90558905580558V,0558V0558V05,50092,3343,S,Mr. HISAMALI SPO,HI34333433,HII3343343,HISAMALI SPO-055,33430558V90558,4/14/2014,779094772,43343343,726257092,III343@SCICOM.COM.MY,IIIS F SANALI,HI34A WATTHA,IIIE,HAKMANA,MAHIYANGANAYA,3343343334,Northern,343O SANALI,IIIA WATTHA,IIIE,KULIYAPITIYA,MAHIYANGANAYA,3343343333,Tamil,270209,94,AIR CRAFT TECCHNICIAN.,SRI LANKA AIR FORCE.,2008091,691,CDDWGVKA G C,A,P,N,I34
MRS,F,JJJASINGHE CS,IJASINGHE CS,,,50093,4454,M,Mr. IJASINGHE CS,IJ45444544,IJJ4454454,IJASINGHE CS-,4454,5/1/2014,779094773,54454454,726257093,JJJ454@SCICOM.COM.MY,JJJM F AMARASINGHE,IJ45A,JJJAMA ROAD,MEERUPPA,MARASSANA,4454454445,Southern,454AMARASINGHE,JJJA,JJJAMA ROAD,HAKMANA,MARASSANA,4454454444,Tamil,140119,94,HEAD OF ADMINISTRATION,SRI LANKA AIR FORCE.,1975309,456,DEA G C HGIK,A,P,Y,J45
     MS,F,KKKDUSHIKA KS,JKDUSHIKA KS,2378V02378023782378V,2378V2378V23,50094,5565,S,Mr. JKDUSHIKA KS,JK56555655,JKK5565565,JKDUSHIKA KS-237,55652378V02378,5/18/2014,779094774,65565565,726257094,KKK565@SCICOM.COM.MY,KKKS F NICHOLASIUS,KKKS F NICHOLASIUS,KKK/THABBOWE,PUTTALAM,MARASSANA,5565565556,Western,565ADUSHIKA NICHOLASIUS,565ADUSHIKA NICHOLASIUS,KKK/THABBOWE,MEERUPPA,MARASSANA,5565565555,Tamil,250398,0,EXECUTIVE OFFICER,REGAL INTERNATIONAL,1997158,48,EFNHGIKHAS I,A,P,N,K56
     MISS,F,LLLSINGHE WAA,KLSINGHE WAA,3286V93286932863286V,3286V3286V32,50095,6676,S,Mr. KLSINGHE WAA,KL67666766,KLL6676676,KLSINGHE WAA-328,66763286V93286,6/4/2014,779094775,76676676,726257095,LLL676@SCICOM.COM.MY,LLLS F WICKRAMASINGHE,KL67 POLICE FLATS,LLLDANA,COLOMBO 10,MARASSANA,6676676667,Central,676A I B WICKRAMASINGHE,LLL POLICE FLATS,LLLDANA,PUTTALAM,MARASSANA,6676676666,English,300705,94,NURSE,BANK OF CEYLON,1995203,60,FGIAS IKANNA,A,P,Y,L67
MRS,F,MMMJAYARANI B,LMJAYARANI B,3224V43224432243224V,3224V3224V32,50096,7787,M,Mr. LMJAYARANI B,LM78777877,LMM7787787,LMJAYARANI B-322,77873224V43224,6/21/2014,779094776,87787787,726257096,MMM787@SCICOM.COM.MY,MMMM F JAYARANI,LM78CHIM ESTATE,MMMI,HIDELLANA,RATNAPURA,7787787778,Eastern,787JAYARANI,MMMCHIM ESTATE,MMMI,COLOMBO 10,RATNAPURA,7787787777,English,240317,94,HOSPITAL STAFF,GEN.HOSPITAL,1985290,31,GHSANNAHE MC,A,P,N,M78
MR,M,NNNANAYAKE NS,MNANAYAKE NS,,,50097,8898,M,Mrs. MNANAYAKE NS,MN89888988,MNN8898898,MNANAYAKE NS-,8898,7/8/2014,779094777,98898898,726257097,NNN898@SCICOM.COM.MY,NNNM M ISSANAYAKE,MN89  DAHAM MAWATHA,NNNANGAMA NORTH,MALABE,RATNAPURA,8898898889,Northern,898ISSANAYAKE,NNN  DAHAM MAWATHA,NNNANGAMA NORTH,HIDELLANA,RATNAPURA,8898898888,English,230512,94,NURSE,KANDY,1987266,763,HI E MC NLAP,A,P,Y,N89
     MS,F,AAAI ABESINGH,NOI ABESINGH,4934V74934749344934V,4934V4934V49,50098,9909,,Mr. NOI ABESINGH,NO90999099,NOA9909909,NOI ABESINGH-493,99094934V74934,7/25/2014,779094778,9909909,726257098,AAA909@SCICOM.COM.MY,AAA F ABESINGHE,NO90RIPPUWA,AAARIYAGAMA,MALABE,RATNAPURA,9909909990,Southern,909ERANDATHI ABESINGHE,AAARIPPUWA,AAARIYAGAMA,MALABE,RATNAPURA,9909909989,English,10307,0,ATTENDENT,HOSPITAL KANDY,1981143,104,IJANLAPAN AS,A,P,N,A90
	 MS,M,PAIYAA PUKA,NOI ABESINGH,4934V74934749344934V,4934V4934V49,50199,9910,,Mr. NOI ABESINGH,NO90999099,NOA9909909,NOI ABESINGH-493,99094934V74934,7/25/2014,779094788,9909910,726257098,AAA909@SCICOM.COM.MY,AAA F ABESINGHE,NO90RIPPUWA,AAARIYAGAMA,MALABE,RATNAPURA,9909909990,Southern,909ERANDATHI PUKA,PUKA,PUKA,MALABE,OOOOOOOOOOOOOOOOOOO,9909909989,English,10307,0,ATTENDENT,HOSPITAL KANDY,1981143,104,IJANLAPAN AS,A,P,N,A90
